## Wed Oct 13 12:46:17 2021
## emapper-2.1.6
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
lcl|LT708304.1_prot_SIU01625.1_3039	419947.MRA_3006	4.02e-237	652.0	COG0611@1|root,COG0611@2|Bacteria,2GP6E@201174|Actinobacteria,2352F@1762|Mycobacteriaceae	201174|Actinobacteria	H	Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1	thiL	GO:0008150,GO:0040007	2.7.4.16	ko:K00946	ko00730,ko01100,map00730,map01100	M00127	R00617	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv2977c	AIRS,AIRS_C
lcl|LT708304.1_prot_SIU01626.1_3040	419947.MRA_3007	0.0	916.0	COG0675@1|root,COG0675@2|Bacteria,2GM6K@201174|Actinobacteria,2382Y@1762|Mycobacteriaceae	201174|Actinobacteria	L	Transposase	-	-	-	ko:K07496	-	-	-	-	ko00000	-	-	-	HTH_OrfB_IS605,OrfB_IS605,OrfB_Zn_ribbon
lcl|LT708304.1_prot_SIU01627.1_3041	419947.MRA_3008	5.74e-129	367.0	COG2452@1|root,COG2452@2|Bacteria,2IDNQ@201174|Actinobacteria	201174|Actinobacteria	L	resolvase	-	-	-	ko:K07450	-	-	-	-	ko00000	-	-	-	Resolvase
lcl|LT708304.1_prot_SIU01628.1_3042	419947.MRA_3009	4.22e-111	321.0	2ECK0@1|root,336I4@2|Bacteria,2IGST@201174|Actinobacteria,239AK@1762|Mycobacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF3515)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3515
lcl|LT708304.1_prot_SIU01629.1_3043	419947.MRA_3010	2.07e-263	722.0	COG1181@1|root,COG1181@2|Bacteria,2GITC@201174|Actinobacteria,2334U@1762|Mycobacteriaceae	201174|Actinobacteria	F	Belongs to the D-alanine--D-alanine ligase family	ddl	GO:0000270,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008716,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016020,GO:0016874,GO:0016879,GO:0016881,GO:0030203,GO:0034645,GO:0040007,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044464,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	6.3.2.4	ko:K01921	ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502	-	R01150	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Dala_Dala_lig_C,Dala_Dala_lig_N
lcl|LT708304.1_prot_SIU01630.1_3044	419947.MRA_3011	2.47e-227	627.0	COG0240@1|root,COG0240@2|Bacteria,2GJSD@201174|Actinobacteria,234Q1@1762|Mycobacteriaceae	201174|Actinobacteria	I	Glycerol-3-phosphate dehydrogenase	gpsA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	1.1.1.94	ko:K00057	ko00564,ko01110,map00564,map01110	-	R00842,R00844	RC00029	ko00000,ko00001,ko01000	-	-	-	NAD_Gly3P_dh_C,NAD_Gly3P_dh_N
lcl|LT708304.1_prot_SIU01631.1_3045	419947.MRA_3012	8.67e-143	404.0	COG1920@1|root,COG1920@2|Bacteria,2HJNU@201174|Actinobacteria,233J8@1762|Mycobacteriaceae	201174|Actinobacteria	H	Guanylyltransferase that catalyzes the activation of 2- phospho-L-lactate (LP) as (2S)-lactyl-2-diphospho-5'-guanosine (LPPG), via the condensation of LP with GTP. Is involved in the biosynthesis of coenzyme F420, a hydride carrier cofactor	cofC	GO:0003674,GO:0003824,GO:0006732,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0043814,GO:0044237,GO:0044249,GO:0051186,GO:0051188,GO:0070568	2.7.7.68	ko:K14941	ko00680,ko01120,map00680,map01120	M00378	R09397	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CofC,NTP_transf_3
lcl|LT708304.1_prot_SIU01632.1_3046	419947.MRA_3013	0.0	1462.0	COG0855@1|root,COG0855@2|Bacteria,2GJ0B@201174|Actinobacteria,2360S@1762|Mycobacteriaceae	201174|Actinobacteria	P	Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP)	ppk	GO:0000287,GO:0001666,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0007154,GO:0008150,GO:0008152,GO:0008976,GO:0009267,GO:0009405,GO:0009605,GO:0009628,GO:0009987,GO:0009991,GO:0015968,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0019538,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0036211,GO:0036293,GO:0040007,GO:0042594,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044419,GO:0044464,GO:0046777,GO:0046872,GO:0050896,GO:0051704,GO:0051716,GO:0070482,GO:0071496,GO:0071704,GO:0071944,GO:1901564	2.7.4.1	ko:K00937	ko00190,ko03018,map00190,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	PP_kinase,PP_kinase_C,PP_kinase_N
lcl|LT708304.1_prot_SIU01633.1_3047	419947.MRA_3014	2.23e-235	646.0	COG0406@1|root,COG0494@1|root,COG0406@2|Bacteria,COG0494@2|Bacteria,2GNRV@201174|Actinobacteria,2345G@1762|Mycobacteriaceae	201174|Actinobacteria	GL	Belongs to the NUDIX hydrolase family	mutT	-	3.6.1.55	ko:K03574	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	His_Phos_1,NUDIX
lcl|LT708304.1_prot_SIU01634.1_3048	419947.MRA_3015	2.89e-76	235.0	COG0776@1|root,COG0776@2|Bacteria,2GV0M@201174|Actinobacteria,2337Y@1762|Mycobacteriaceae	201174|Actinobacteria	L	Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions	hup	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006355,GO:0006725,GO:0006807,GO:0006873,GO:0006875,GO:0006879,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0009267,GO:0009605,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010106,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0016043,GO:0019219,GO:0019222,GO:0019725,GO:0030003,GO:0030312,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031668,GO:0031669,GO:0032991,GO:0032993,GO:0033554,GO:0034641,GO:0040007,GO:0042262,GO:0042592,GO:0042594,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0046916,GO:0048518,GO:0048522,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0060255,GO:0065007,GO:0065008,GO:0071496,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0090143,GO:0090304,GO:0097100,GO:0097159,GO:0098771,GO:0140110,GO:1901360,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141	-	ko:K03530	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
lcl|LT708304.1_prot_SIU01635.1_3049	419947.MRA_3016	1.26e-143	404.0	COG0066@1|root,COG0066@2|Bacteria,2GJ8Z@201174|Actinobacteria,233J1@1762|Mycobacteriaceae	201174|Actinobacteria	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuD	GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009987,GO:0016020,GO:0016053,GO:0019752,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0046394,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.2.1.33,4.2.1.35	ko:K01704	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R10170	RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv2987c	Aconitase_C
lcl|LT708304.1_prot_SIU01636.1_3050	419947.MRA_3017	0.0	937.0	COG0065@1|root,COG0065@2|Bacteria,2GKT7@201174|Actinobacteria,232ZM@1762|Mycobacteriaceae	201174|Actinobacteria	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuC	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	4.2.1.33,4.2.1.35	ko:K01703	ko00290,ko00660,ko00966,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map00966,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R08620,R08624,R08628,R08634,R08641,R08645,R10170	RC00497,RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase
lcl|LT708304.1_prot_SIU01637.1_3051	419947.MRA_3018	1.62e-161	452.0	COG1414@1|root,COG1414@2|Bacteria,2GKB0@201174|Actinobacteria,232VE@1762|Mycobacteriaceae	201174|Actinobacteria	K	Transcriptional regulator	ltbR	-	-	-	-	-	-	-	-	-	-	-	HTH_IclR,IclR
lcl|LT708304.1_prot_SIU01638.1_3052	419947.MRA_3019	2.1e-213	588.0	28I17@1|root,2Z85W@2|Bacteria,2IEB5@201174|Actinobacteria,238A3@1762|Mycobacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|LT708304.1_prot_SIU01639.1_3053	419947.MRA_3020	2.88e-116	332.0	COG0748@1|root,COG0748@2|Bacteria,2I3IN@201174|Actinobacteria,23F78@1762|Mycobacteriaceae	201174|Actinobacteria	P	Pyridoxamine 5'-phosphate oxidase	-	-	-	ko:K07005	-	-	-	-	ko00000	-	-	-	Putative_PNPOx
lcl|LT708304.1_prot_SIU01640.1_3054	419947.MRA_3021	0.0	978.0	COG0008@1|root,COG0008@2|Bacteria,2GJJS@201174|Actinobacteria,23470@1762|Mycobacteriaceae	201174|Actinobacteria	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)	gltX	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944	6.1.1.17	ko:K01885	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	iNJ661.Rv2992c	tRNA-synt_1c
lcl|LT708304.1_prot_SIU01641.1_3055	419947.MRA_3022	2.06e-176	491.0	COG0179@1|root,COG0179@2|Bacteria,2GN2G@201174|Actinobacteria,234SJ@1762|Mycobacteriaceae	201174|Actinobacteria	Q	2-keto-4-pentenoate hydratase 2-oxohepta-3-ene-1,7-dioic acid hydratase	odx	-	-	-	-	-	-	-	-	-	-	-	DUF2437,FAA_hydrolase
lcl|LT708304.1_prot_SIU01642.1_3056	419947.MRA_3023	2.02e-305	834.0	COG2271@1|root,COG2271@2|Bacteria,2H9HJ@201174|Actinobacteria,234IH@1762|Mycobacteriaceae	201174|Actinobacteria	G	Major facilitator superfamily	-	GO:0005575,GO:0005576	-	ko:K02445	-	-	-	-	ko00000,ko02000	2.A.1.4.3	-	-	MFS_1
lcl|LT708304.1_prot_SIU01643.1_3057	419947.MRA_3024	5.92e-236	649.0	COG0473@1|root,COG0473@2|Bacteria,2GK44@201174|Actinobacteria,2335X@1762|Mycobacteriaceae	201174|Actinobacteria	CE	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate	leuB	GO:0003674,GO:0003824,GO:0003862,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016616,GO:0040007,GO:0044424,GO:0044464,GO:0055114	1.1.1.85	ko:K00052	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R00994,R04426,R10052	RC00084,RC00417,RC03036	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Iso_dh
lcl|LT708304.1_prot_SIU01644.1_3058	419947.MRA_3025	0.0	975.0	COG0111@1|root,COG0111@2|Bacteria,2GJGA@201174|Actinobacteria,2333T@1762|Mycobacteriaceae	201174|Actinobacteria	E	D-isomer specific 2-hydroxyacid dehydrogenase	serA	GO:0003674,GO:0003824,GO:0004617,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006082,GO:0006520,GO:0006563,GO:0006564,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016020,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0030312,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.399,1.1.1.95	ko:K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R01513	RC00031	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	2-Hacid_dh,2-Hacid_dh_C,ACT
lcl|LT708304.1_prot_SIU01645.1_3059	419947.MRA_3026	0.0	954.0	COG1233@1|root,COG1233@2|Bacteria,2GJ80@201174|Actinobacteria,232KJ@1762|Mycobacteriaceae	201174|Actinobacteria	Q	Dehydrogenase	-	-	-	-	-	-	-	-	-	-	-	-	Amino_oxidase,NAD_binding_8
lcl|LT708304.1_prot_SIU01647.1_3061	419947.MRA_0608A	2.67e-13	67.4	COG2972@1|root,COG2972@2|Bacteria	2|Bacteria	T	Histidine kinase	yclK	GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0005488,GO:0005515,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0018106,GO:0018193,GO:0018202,GO:0019538,GO:0023014,GO:0023051,GO:0023052,GO:0023057,GO:0035556,GO:0036211,GO:0042802,GO:0042803,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0046983,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070297,GO:0070298,GO:0071704,GO:0140096,GO:1901564,GO:1902531,GO:1902532	2.7.13.3,4.6.1.1	ko:K01768,ko:K02484,ko:K07653,ko:K11617,ko:K17292	ko00230,ko02020,ko02025,ko04113,ko04213,map00230,map02020,map02025,map04113,map04213	M00460,M00481,M00695,M00754	R00089,R00434	RC00295	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022,ko04147,ko04812	-	-	iNJ661.Rv1319c	GAF_2,HAMP,HATPase_c,HisKA,Hpt,PAS_9,Response_reg,dCache_1
lcl|LT708304.1_prot_SIU01648.1_3062	419947.MRA_3028	3.99e-231	636.0	COG1388@1|root,COG1388@2|Bacteria,2IAJY@201174|Actinobacteria	201174|Actinobacteria	M	Domain of Unknown Function (DUF1259)	lpqO	-	-	-	-	-	-	-	-	-	-	-	DUF1529
lcl|LT708304.1_prot_SIU01649.1_3063	419947.MRA_3029	6.29e-143	404.0	COG0390@1|root,COG1132@1|root,COG0390@2|Bacteria,COG1132@2|Bacteria,2GMHX@201174|Actinobacteria	201174|Actinobacteria	V	transport system permease	-	-	-	ko:K02069	-	M00211	-	-	ko00000,ko00002,ko02000	9.B.25.1	-	-	UPF0014
lcl|LT708304.1_prot_SIU01650.1_3064	419947.MRA_3031	9.2e-243	666.0	COG0059@1|root,COG0059@2|Bacteria,2GKXA@201174|Actinobacteria,233H8@1762|Mycobacteriaceae	201174|Actinobacteria	EH	Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate	ilvC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0008152,GO:0008677,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0055114,GO:0071944	1.1.1.86	ko:K00053	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R03051,R04439,R04440,R05068,R05069,R05071	RC00726,RC00836,RC00837,RC01726	ko00000,ko00001,ko00002,ko01000	-	-	-	IlvC,IlvN
lcl|LT708304.1_prot_SIU01651.1_3065	419947.MRA_3032	7.53e-110	317.0	COG0440@1|root,COG0440@2|Bacteria,2GJCH@201174|Actinobacteria,235KD@1762|Mycobacteriaceae	201174|Actinobacteria	E	acetolactate synthase, small	ilvN	GO:0003674,GO:0003824,GO:0003984,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016020,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0030312,GO:0032991,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234	2.2.1.6	ko:K01653	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	-	ACT,ACT_5,ALS_ss_C
lcl|LT708304.1_prot_SIU01652.1_3066	419947.MRA_3033	0.0	1219.0	COG0028@1|root,COG0028@2|Bacteria,2GKU4@201174|Actinobacteria,234DZ@1762|Mycobacteriaceae	201174|Actinobacteria	H	Acetolactate synthase, large subunit	ilvB	GO:0000287,GO:0003674,GO:0003824,GO:0003984,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0019842,GO:0030312,GO:0030976,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0046394,GO:0046872,GO:0048037,GO:0050662,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901681	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv3003c	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
lcl|LT708304.1_prot_SIU01653.1_3067	419947.MRA_3034	4.42e-73	219.0	2EKMU@1|root,33EBJ@2|Bacteria,2GR8C@201174|Actinobacteria,23A3R@1762|Mycobacteriaceae	201174|Actinobacteria	S	Bacterial PH domain	cfp6	GO:0005575,GO:0005576	-	-	-	-	-	-	-	-	-	-	bPH_6
lcl|LT708304.1_prot_SIU01654.1_3068	419947.MRA_3035	1.51e-198	550.0	COG2259@1|root,COG2259@2|Bacteria,2GJCF@201174|Actinobacteria,234A7@1762|Mycobacteriaceae	201174|Actinobacteria	S	membrane	-	-	-	ko:K15977	-	-	-	-	ko00000	-	-	-	DoxX
lcl|LT708304.1_prot_SIU01655.1_3069	419947.MRA_3036	6.98e-265	726.0	COG2133@1|root,COG2133@2|Bacteria,2IGAB@201174|Actinobacteria,232AQ@1762|Mycobacteriaceae	201174|Actinobacteria	G	Glucose / Sorbosone dehydrogenase	lppZ	-	-	-	-	-	-	-	-	-	-	-	GSDH
lcl|LT708304.1_prot_SIU01656.1_3070	419947.MRA_3037	1.31e-148	417.0	COG1853@1|root,COG1853@2|Bacteria,2IICG@201174|Actinobacteria,239MC@1762|Mycobacteriaceae	201174|Actinobacteria	S	Flavin reductase like domain	-	-	-	-	-	-	-	-	-	-	-	-	Flavin_Reduct
lcl|LT708304.1_prot_SIU01658.1_3072	419947.MRA_3039	0.0	989.0	COG0064@1|root,COG0064@2|Bacteria,2GJJH@201174|Actinobacteria,233NV@1762|Mycobacteriaceae	201174|Actinobacteria	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)	gatB	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016070,GO:0016874,GO:0016879,GO:0016884,GO:0019752,GO:0034641,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0046483,GO:0050567,GO:0070681,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564	6.3.5.6,6.3.5.7	ko:K02434	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	GatB_N,GatB_Yqey
lcl|LT708304.1_prot_SIU01659.1_3073	419947.MRA_3040	1.18e-250	687.0	COG0205@1|root,COG0205@2|Bacteria,2GK6W@201174|Actinobacteria,23405@1762|Mycobacteriaceae	201174|Actinobacteria	F	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis	pfkA	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	2.7.1.11,2.7.1.90	ko:K02351,ko:K07245,ko:K21071	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130	-	R00756,R00764,R02073,R03236,R04779	RC00002,RC00017	ko00000,ko00001,ko01000,ko02000	9.B.62.1	-	-	PFK
lcl|LT708304.1_prot_SIU01660.1_3074	419947.MRA_3041	0.0	951.0	COG0154@1|root,COG0154@2|Bacteria,2GJK5@201174|Actinobacteria,233DZ@1762|Mycobacteriaceae	201174|Actinobacteria	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	gatA	GO:0008150,GO:0040007	6.3.5.6,6.3.5.7	ko:K02433	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	Amidase
lcl|LT708304.1_prot_SIU01661.1_3075	419947.MRA_3042	2e-63	194.0	COG0721@1|root,COG0721@2|Bacteria,2IQJN@201174|Actinobacteria,239Z5@1762|Mycobacteriaceae	201174|Actinobacteria	J	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)	gatC	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	6.3.5.6,6.3.5.7	ko:K02435	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	Glu-tRNAGln
lcl|LT708304.1_prot_SIU01662.1_3076	419947.MRA_3043	5.26e-155	435.0	COG0317@1|root,COG0317@2|Bacteria,2GNRE@201174|Actinobacteria,232V0@1762|Mycobacteriaceae	201174|Actinobacteria	KT	Amino acid-binding	-	-	-	-	-	-	-	-	-	-	-	-	ACT
